Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night?,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
10/25/2024 14:15:11,4,0,7.0,8.5,7.0,3,5.0,5.0,4.5,3,7.0,7.0,5.5,2,1
10/25/2024 14:15:45,4,0,0.0,8.5,5.5,4,5.0,5.0,4.5,4,7.0,5.5,7.0,3,0
10/25/2024 14:17:23,4,0,7.0,8.5,5.5,4,7.0,7.0,4.5,4,7.0,5.5,7.0,3,1
10/25/2024 14:18:35,4,0,7.0,7.5,5.5,3,7.0,5.0,4.5,4,7.0,7.0,5.5,3,0
10/25/2024 14:19:58,3,1,7.0,8.5,7.0,3,7.0,7.0,2.5,3,7.0,7.0,5.5,2,1
10/25/2024 14:21:16,4,1,7.0,8.5,7.0,3,5.0,7.0,7.0,4,7.0,5.5,5.5,3,1
10/25/2024 14:21:35,3,1,5.5,7.5,7.0,4,7.0,7.0,4.5,3,7.0,7.0,5.5,3,1
10/25/2024 14:21:53,4,1,7.0,7.5,7.0,3,7.0,5.0,7.0,4,7.0,7.0,7.0,3,0
10/25/2024 14:22:58,4,0,7.0,8.5,5.5,4,5.0,5.0,4.5,3,7.0,7.0,5.5,3,1
10/25/2024 14:23:22,4,0,5.5,7.5,5.5,3,7.0,7.0,7.0,4,5.5,7.0,7.0,3,1
10/25/2024 14:23:41,4,0,7.0,7.5,7.0,4,7.0,5.0,7.0,4,5.5,7.0,7.0,3,1
10/25/2024 14:24:53,4,0,7.0,8.5,7.0,4,7.0,5.0,7.0,3,5.5,5.5,5.5,3,1
10/25/2024 14:26:34,4,0,5.5,7.5,7.0,3,7.0,7.0,7.0,2,7.0,5.5,5.5,3,1
10/25/2024 14:27:36,4,0,5.5,8.5,7.0,4,5.0,7.0,4.5,4,7.0,7.0,7.0,2,1
10/25/2024 14:27:55,4,0,7.0,7.5,5.5,4,5.0,7.0,4.5,4,7.0,7.0,7.0,3,0
10/25/2024 14:28:15,4,0,7.0,7.5,7.0,4,5.0,7.0,4.5,4,7.0,7.0,5.5,3,1
10/25/2024 14:28:44,4,0,7.0,7.5,5.5,4,5.0,7.0,7.0,4,5.5,5.5,5.5,3,1
10/25/2024 14:30:26,4,0,7.0,7.5,5.5,4,5.0,7.0,4.5,3,5.5,5.5,5.5,3,1
10/25/2024 14:31:38,4,0,5.5,8.5,7.0,3,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/25/2024 14:32:08,4,0,5.5,7.5,5.5,4,5.0,5.0,4.5,4,5.5,5.5,7.0,2,1
10/25/2024 14:32:40,3,0,7.0,7.5,7.0,3,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/25/2024 14:33:25,3,0,5.5,8.5,7.0,4,5.0,5.0,4.5,3,7.0,7.0,5.5,2,0
10/25/2024 14:34:24,4,0,7.0,7.5,5.5,3,5.0,5.0,4.5,3,5.5,5.5,5.5,3,1
10/25/2024 14:34:46,3,0,5.5,7.5,7.0,4,7.0,5.0,7.0,4,7.0,7.0,7.0,2,1
10/25/2024 14:35:09,4,0,7.0,8.5,5.5,4,5.0,7.0,7.0,4,7.0,5.5,5.5,2,1
10/25/2024 14:35:31,4,0,7.0,7.5,5.5,3,5.0,7.0,4.5,3,5.5,5.5,5.5,3,1
10/25/2024 14:35:55,4,0,7.0,7.5,5.5,4,7.0,7.0,7.0,4,5.5,5.5,5.5,2,1
10/25/2024 14:36:26,3,1,5.5,7.5,7.0,4,5.0,5.0,7.0,4,5.5,5.5,7.0,2,1
10/25/2024 14:36:51,4,1,5.5,8.5,5.5,4,7.0,7.0,7.0,4,7.0,5.5,7.0,2,1
10/25/2024 14:38:50,4,0,5.5,7.5,5.5,4,7.0,7.0,7.0,4,7.0,5.5,5.5,3,1
10/25/2024 14:39:09,3,0,5.5,8.5,7.0,3,5.0,5.0,7.0,3,5.5,5.5,7.0,3,1
10/25/2024 14:39:43,3,0,5.5,7.5,7.0,4,5.0,7.0,7.0,3,5.5,7.0,5.5,3,0
10/25/2024 14:40:03,3,1,5.5,7.5,5.5,3,5.0,3.0,7.0,3,5.5,7.0,7.0,3,1
10/25/2024 14:40:26,3,0,7.0,8.5,7.0,4,5.0,7.0,4.5,3,5.5,5.5,7.0,3,0
10/25/2024 14:40:44,3,1,7.0,7.5,5.5,3,7.0,3.0,4.5,3,7.0,7.0,7.0,3,1
10/25/2024 14:41:05,3,0,5.5,7.5,5.5,4,7.0,7.0,7.0,4,5.5,7.0,7.0,2,1
10/25/2024 14:44:33,4,0,5.5,7.5,5.5,4,7.0,7.0,4.5,3,5.5,7.0,5.5,3,1
10/25/2024 14:45:02,4,0,7.0,8.5,5.5,4,7.0,5.0,7.0,3,5.5,5.5,5.5,3,1
10/25/2024 14:45:46,4,0,5.5,8.5,7.0,3,7.0,3.0,4.5,3,5.5,5.5,5.5,2,1
10/25/2024 14:46:29,4,0,7.0,7.5,7.0,4,5.0,7.0,4.5,3,7.0,7.0,5.5,2,1
10/25/2024 14:46:59,4,1,7.0,8.5,7.0,4,5.0,5.0,7.0,4,5.5,7.0,7.0,3,1
10/25/2024 14:51:35,4,0,7.0,8.5,5.5,4,7.0,7.0,4.5,3,3.5,5.5,5.5,2,0
10/25/2024 14:53:03,4,1,5.5,7.5,7.0,4,5.0,5.0,4.5,3,5.5,5.5,5.5,2,1
10/25/2024 15:00:28,4,0,7.0,8.5,5.5,4,5.0,5.0,4.5,3,5.5,5.5,5.5,3,1
10/25/2024 15:02:22,4,1,5.5,7.5,5.5,3,5.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/25/2024 15:03:27,4,0,7.0,8.5,7.0,4,7.0,7.0,7.0,4,7.0,7.0,5.5,3,1
10/25/2024 15:03:49,4,1,7.0,7.5,7.0,4,7.0,7.0,4.5,4,7.0,7.0,7.0,3,1
10/25/2024 15:04:31,4,0,7.0,7.5,7.0,4,7.0,7.0,7.0,4,7.0,7.0,5.5,3,1
10/25/2024 15:05:08,4,0,5.5,8.5,7.0,4,5.0,5.0,2.5,3,5.5,7.0,7.0,3,1
10/25/2024 15:05:59,4,0,7.0,8.5,5.5,3,7.0,7.0,7.0,4,5.5,5.5,7.0,3,1
10/25/2024 15:06:32,4,0,7.0,7.5,5.5,4,7.0,7.0,4.5,4,3.5,7.0,7.0,3,0
10/25/2024 15:06:50,4,0,5.5,7.5,5.5,4,7.0,7.0,7.0,3,7.0,5.5,7.0,3,1
10/25/2024 15:07:09,4,1,7.0,8.5,7.0,4,5.0,5.0,4.5,3,7.0,7.0,5.5,3,1
10/25/2024 15:07:28,4,1,5.5,7.5,7.0,4,7.0,7.0,4.5,3,5.5,7.0,5.5,3,1
10/25/2024 15:08:42,4,0,5.5,8.5,7.0,3,5.0,7.0,7.0,4,5.5,7.0,7.0,2,1
10/25/2024 15:09:52,4,1,5.5,8.5,7.0,4,7.0,7.0,2.5,3,5.5,7.0,7.0,3,1
10/25/2024 15:11:20,4,0,7.0,7.5,5.5,3,5.0,5.0,4.5,4,7.0,5.5,7.0,3,1
10/25/2024 15:12:24,4,0,7.0,8.5,7.0,4,7.0,7.0,4.5,4,7.0,7.0,7.0,3,1
10/25/2024 15:13:13,4,0,7.0,8.5,7.0,4,5.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/25/2024 15:14:43,4,1,7.0,7.5,7.0,4,7.0,5.0,7.0,4,7.0,7.0,7.0,3,1
10/25/2024 15:16:46,4,1,7.0,8.5,7.0,4,3.0,5.0,4.5,3,5.5,5.5,5.5,3,1
10/25/2024 16:10:27,4,0,7.0,8.5,7.0,3,7.0,7.0,7.0,4,7.0,7.0,5.5,3,1
10/25/2024 16:11:07,4,1,7.0,8.5,7.0,4,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/25/2024 16:12:57,4,0,7.0,8.5,7.0,4,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/25/2024 16:58:40,4,1,7.0,8.5,7.0,4,7.0,7.0,4.5,4,5.5,7.0,7.0,3,0
10/25/2024 16:59:38,4,1,7.0,7.5,7.0,3,5.0,5.0,4.5,4,7.0,5.5,7.0,3,0
10/25/2024 17:37:37,4,1,7.0,8.5,5.5,4,5.0,5.0,4.5,3,7.0,5.5,7.0,2,1
10/25/2024 17:38:08,4,1,5.5,8.5,7.0,4,5.0,7.0,7.0,3,7.0,5.5,7.0,3,1
10/25/2024 17:38:32,3,1,7.0,8.5,7.0,4,5.0,7.0,7.0,4,7.0,5.5,7.0,3,0
10/25/2024 17:40:37,4,0,5.5,8.5,5.5,4,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/25/2024 17:41:11,4,1,7.0,8.5,7.0,4,7.0,7.0,7.0,4,5.5,7.0,7.0,3,1
10/25/2024 18:02:11,3,1,7.0,8.5,7.0,3,5.0,7.0,7.0,3,7.0,7.0,7.0,3,1
10/25/2024 18:02:32,3,1,5.5,7.5,5.5,4,7.0,5.0,7.0,4,7.0,7.0,7.0,2,1
10/25/2024 18:02:53,4,1,7.0,8.5,5.5,3,5.0,5.0,7.0,4,7.0,7.0,5.5,3,0
10/25/2024 18:03:34,4,1,7.0,8.5,7.0,4,7.0,7.0,7.0,3,7.0,7.0,5.5,3,1
10/25/2024 18:04:04,4,0,7.0,8.5,7.0,3,5.0,7.0,7.0,4,5.5,5.5,5.5,3,1
10/25/2024 18:04:24,4,0,5.5,8.5,7.0,4,7.0,7.0,4.5,4,7.0,5.5,7.0,3,0
10/25/2024 19:54:43,4,0,7.0,8.5,7.0,4,7.0,7.0,7.0,4,5.5,7.0,7.0,3,1
10/25/2024 21:10:07,4,0,5.5,7.5,7.0,4,5.0,7.0,4.5,4,5.5,5.5,5.5,2,1
10/26/2024 7:52:34,4,0,5.5,8.5,7.0,4,5.0,5.0,7.0,4,7.0,3.5,5.5,2,0
10/26/2024 7:53:36,4,0,5.5,8.5,7.0,4,5.0,7.0,4.5,3,7.0,7.0,7.0,3,0
10/26/2024 7:53:56,3,0,7.0,8.5,7.0,4,5.0,7.0,7.0,4,5.5,7.0,5.5,2,1
10/26/2024 7:54:18,4,0,7.0,8.5,7.0,3,7.0,7.0,4.5,4,7.0,7.0,5.5,3,0
10/26/2024 7:54:50,4,0,7.0,8.5,7.0,4,5.0,7.0,4.5,3,5.5,7.0,7.0,2,1
10/26/2024 7:55:18,3,0,7.0,7.5,7.0,4,7.0,7.0,4.5,4,7.0,7.0,7.0,2,0
10/26/2024 7:57:08,4,0,5.5,7.5,7.0,3,5.0,7.0,4.5,4,7.0,5.5,7.0,3,1
10/26/2024 7:57:30,4,0,7.0,8.5,7.0,4,7.0,7.0,4.5,4,7.0,7.0,7.0,2,1
10/26/2024 7:58:01,4,0,7.0,8.5,7.0,3,7.0,7.0,7.0,3,5.5,5.5,7.0,3,1
10/26/2024 7:58:21,4,0,7.0,8.5,5.5,4,7.0,5.0,7.0,4,7.0,7.0,7.0,2,1
10/26/2024 7:58:40,3,0,7.0,7.5,7.0,4,5.0,5.0,4.5,4,7.0,7.0,7.0,3,0
10/26/2024 7:58:59,4,0,7.0,8.5,7.0,4,3.0,5.0,4.5,3,5.5,5.5,7.0,3,1
10/26/2024 7:59:21,4,0,7.0,7.5,7.0,4,5.0,7.0,7.0,4,7.0,5.5,7.0,3,1
10/26/2024 7:59:40,4,0,7.0,8.5,7.0,3,7.0,5.0,7.0,3,7.0,7.0,7.0,3,1
10/26/2024 8:00:15,4,0,7.0,8.5,5.5,3,7.0,7.0,7.0,4,7.0,7.0,5.5,3,1
10/26/2024 8:00:46,4,0,7.0,7.5,7.0,4,7.0,5.0,7.0,4,7.0,7.0,5.5,3,2
10/26/2024 8:01:05,4,0,7.0,8.5,7.0,4,7.0,7.0,7.0,4,7.0,5.5,7.0,3,1
10/26/2024 8:02:03,4,0,7.0,8.5,7.0,3,7.0,5.0,4.5,4,7.0,5.5,7.0,3,1
10/26/2024 8:02:44,4,0,7.0,8.5,5.5,3,7.0,7.0,7.0,4,5.5,5.5,7.0,3,1
10/26/2024 8:03:07,3,0,7.0,8.5,7.0,4,5.0,5.0,4.5,3,5.5,5.5,5.5,2,1
10/26/2024 8:03:45,4,0,7.0,8.5,7.0,4,7.0,7.0,4.5,4,5.5,7.0,5.5,3,1
10/26/2024 8:07:04,4,0,7.0,7.5,7.0,4,7.0,7.0,4.5,3,5.5,7.0,5.5,3,1
10/26/2024 8:07:34,4,0,7.0,8.5,5.5,4,7.0,7.0,4.5,4,5.5,7.0,7.0,3,1
10/26/2024 8:08:49,4,0,7.0,8.5,5.5,4,7.0,7.0,7.0,4,5.5,7.0,7.0,3,0
10/26/2024 8:22:11,4,0,7.0,8.5,7.0,4,7.0,5.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 8:32:28,4,0,7.0,8.5,5.5,4,7.0,7.0,7.0,4,5.5,7.0,7.0,3,1
10/26/2024 8:33:27,4,0,7.0,7.5,7.0,3,7.0,7.0,7.0,4,5.5,5.5,5.5,3,0
10/26/2024 8:34:27,4,0,7.0,8.5,7.0,4,5.0,7.0,7.0,4,7.0,5.5,7.0,3,1
10/26/2024 8:36:25,4,1,7.0,7.5,5.5,4,7.0,7.0,4.5,4,7.0,5.5,7.0,2,1
10/26/2024 8:50:52,4,0,7.0,8.5,5.5,4,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 8:52:12,4,0,7.0,8.5,7.0,4,5.0,7.0,7.0,3,5.5,5.5,7.0,3,1
10/26/2024 8:55:29,4,0,7.0,8.5,7.0,4,7.0,7.0,4.5,4,7.0,5.5,7.0,3,1
10/26/2024 8:55:48,4,0,5.5,7.5,5.5,4,7.0,5.0,4.5,4,7.0,7.0,5.5,3,0
10/26/2024 8:56:07,4,0,7.0,8.5,5.5,4,7.0,7.0,7.0,3,5.5,7.0,7.0,3,1
10/26/2024 8:57:12,4,0,7.0,8.5,7.0,4,5.0,5.0,4.5,4,7.0,7.0,7.0,3,1
10/26/2024 8:58:38,4,0,7.0,8.5,7.0,3,7.0,5.0,7.0,4,5.5,7.0,5.5,3,1
10/26/2024 8:58:58,4,0,5.5,8.5,5.5,3,7.0,7.0,4.5,4,7.0,5.5,7.0,3,0
10/26/2024 9:06:53,4,0,7.0,7.5,7.0,4,5.0,7.0,7.0,3,7.0,5.5,7.0,3,1
10/26/2024 9:09:25,4,0,7.0,8.5,7.0,4,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 9:12:38,4,0,7.0,7.5,5.5,4,7.0,7.0,7.0,4,3.5,5.5,7.0,3,0
10/26/2024 9:16:00,4,0,7.0,7.5,5.5,3,7.0,7.0,4.5,3,5.5,5.5,7.0,3,1
10/26/2024 9:54:07,4,1,7.0,8.5,7.0,4,7.0,7.0,4.5,4,7.0,7.0,7.0,3,1
10/26/2024 9:55:04,4,0,7.0,8.5,7.0,4,7.0,7.0,7.0,4,7.0,5.5,5.5,2,1
10/26/2024 9:57:26,4,0,7.0,7.5,7.0,4,7.0,7.0,4.5,4,5.5,7.0,7.0,3,2
10/26/2024 10:00:32,4,0,7.0,7.5,7.0,4,3.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 10:00:58,3,0,7.0,8.5,5.5,4,7.0,7.0,7.0,3,7.0,7.0,7.0,3,0
10/26/2024 10:01:52,4,0,7.0,7.5,5.5,4,7.0,7.0,4.5,3,7.0,7.0,7.0,3,1
10/26/2024 10:02:09,4,1,5.5,8.5,7.0,2,7.0,7.0,7.0,3,7.0,5.5,7.0,3,1
10/26/2024 10:02:26,3,1,7.0,8.5,7.0,4,7.0,7.0,4.5,4,5.5,7.0,7.0,3,0
10/26/2024 10:08:51,3,1,5.5,7.5,7.0,4,7.0,5.0,4.5,3,5.5,5.5,7.0,3,1
10/26/2024 10:09:25,4,1,7.0,8.5,7.0,3,5.0,7.0,4.5,4,7.0,7.0,7.0,3,0
10/26/2024 10:10:15,4,0,7.0,8.5,5.5,3,5.0,7.0,7.0,4,7.0,7.0,7.0,3,0
10/26/2024 10:11:18,3,1,5.5,8.5,5.5,4,7.0,5.0,7.0,4,7.0,5.5,5.5,3,1
10/26/2024 10:11:41,4,0,7.0,7.5,7.0,4,7.0,7.0,7.0,4,7.0,7.0,7.0,2,1
10/26/2024 10:13:01,4,0,5.5,7.5,5.5,4,5.0,7.0,7.0,4,7.0,7.0,7.0,2,1
10/26/2024 10:13:37,4,0,7.0,8.5,7.0,4,7.0,7.0,7.0,4,7.0,7.0,7.0,3,0
10/26/2024 10:14:22,4,0,7.0,7.5,7.0,4,5.0,7.0,7.0,3,7.0,7.0,7.0,3,1
10/26/2024 10:14:59,4,0,7.0,7.5,7.0,4,3.0,5.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 10:15:20,4,1,5.5,8.5,7.0,4,7.0,7.0,7.0,4,7.0,5.5,7.0,3,1
10/26/2024 10:16:32,4,0,5.5,7.5,7.0,4,7.0,7.0,7.0,4,5.5,5.5,7.0,3,1
10/26/2024 10:28:58,4,0,5.5,7.5,7.0,3,7.0,5.0,7.0,4,5.5,7.0,5.5,2,1
10/26/2024 10:29:17,4,0,5.5,8.5,7.0,3,7.0,7.0,4.5,3,5.5,7.0,7.0,2,1
10/26/2024 13:55:02,4,0,7.0,8.5,5.5,3,7.0,5.0,4.5,3,5.5,7.0,7.0,3,0
10/26/2024 13:55:34,4,0,7.0,7.5,7.0,4,5.0,7.0,4.5,4,5.5,5.5,7.0,3,1
10/26/2024 13:56:00,4,0,5.5,6.5,5.5,3,5.0,5.0,4.5,4,7.0,7.0,7.0,3,0
10/26/2024 13:56:24,4,0,7.0,8.5,7.0,4,5.0,7.0,7.0,4,7.0,7.0,5.5,3,1
10/26/2024 13:56:53,4,0,7.0,6.5,5.5,3,5.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 13:57:20,1,0,7.0,7.5,7.0,4,5.0,7.0,7.0,4,7.0,7.0,7.0,3,0
10/26/2024 13:57:40,3,0,7.0,8.5,7.0,4,5.0,7.0,7.0,4,5.5,5.5,7.0,3,1
10/26/2024 13:57:57,4,1,7.0,8.5,5.5,4,7.0,7.0,7.0,4,5.5,7.0,7.0,3,1
10/26/2024 13:58:14,4,1,5.5,8.5,5.5,4,7.0,7.0,4.5,4,7.0,7.0,7.0,3,1
10/26/2024 13:58:31,4,0,7.0,8.5,5.5,4,7.0,5.0,7.0,4,7.0,5.5,5.5,3,1
10/26/2024 13:58:48,4,0,7.0,8.5,7.0,3,5.0,7.0,7.0,4,7.0,5.5,7.0,3,1
10/26/2024 13:59:05,4,1,7.0,8.5,7.0,4,7.0,5.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 13:59:24,3,0,7.0,8.5,7.0,3,7.0,7.0,2.5,3,7.0,7.0,5.5,3,1
10/26/2024 13:59:41,4,0,7.0,8.5,7.0,4,7.0,7.0,7.0,4,5.5,5.5,7.0,3,0
10/26/2024 14:00:04,3,0,5.5,7.5,7.0,4,5.0,7.0,7.0,3,7.0,7.0,5.5,2,1
10/26/2024 14:00:20,4,0,7.0,8.5,7.0,3,7.0,7.0,7.0,3,7.0,7.0,5.5,3,0
10/26/2024 14:00:42,4,1,7.0,8.5,7.0,4,3.0,5.0,2.5,3,5.5,7.0,5.5,3,1
10/26/2024 14:01:00,4,0,7.0,7.5,5.5,4,5.0,7.0,7.0,2,7.0,5.5,5.5,3,3
10/26/2024 14:01:17,4,0,7.0,7.5,5.5,2,5.0,7.0,4.5,4,5.5,5.5,7.0,3,0
10/26/2024 14:01:35,4,0,5.5,8.5,5.5,4,5.0,5.0,4.5,3,7.0,7.0,5.5,3,0
10/26/2024 14:01:52,4,0,7.0,8.5,7.0,3,5.0,7.0,4.5,4,5.5,5.5,5.5,3,0
10/26/2024 14:02:18,3,0,5.5,8.5,5.5,4,7.0,7.0,7.0,3,7.0,5.5,5.5,3,1
10/26/2024 14:02:37,3,0,7.0,6.5,7.0,4,5.0,7.0,4.5,4,7.0,5.5,7.0,3,0
10/26/2024 14:02:58,4,0,5.5,7.5,5.5,4,5.0,5.0,7.0,4,5.5,7.0,7.0,2,0
10/26/2024 14:03:17,3,1,7.0,7.5,7.0,4,3.0,5.0,4.5,4,7.0,5.5,7.0,3,1
10/26/2024 14:03:37,2,0,5.5,7.5,5.5,4,5.0,3.0,7.0,3,5.5,5.5,5.5,3,0
10/26/2024 14:03:57,3,1,5.5,8.5,5.5,4,3.0,5.0,7.0,4,3.5,7.0,7.0,3,1
10/26/2024 14:04:14,2,1,3.5,7.5,5.5,3,5.0,5.0,4.5,3,5.5,7.0,7.0,3,0
10/26/2024 14:04:37,4,0,7.0,8.5,7.0,4,7.0,7.0,7.0,4,5.5,5.5,7.0,3,1
10/26/2024 14:04:55,4,0,5.5,8.5,5.5,3,5.0,5.0,7.0,3,5.5,5.5,7.0,3,0
10/26/2024 14:05:12,4,0,5.5,7.5,5.5,4,7.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 14:05:33,2,0,5.5,7.5,3.5,3,3.0,7.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 14:05:50,4,0,7.0,8.5,5.5,3,5.0,5.0,4.5,3,5.5,5.5,3.5,2,0
10/26/2024 14:06:08,4,0,7.0,7.5,7.0,3,5.0,5.0,4.5,3,5.5,7.0,7.0,3,1
10/26/2024 14:06:26,4,0,5.5,7.5,7.0,3,5.0,5.0,7.0,4,5.5,5.5,7.0,2,1
10/26/2024 14:06:42,3,0,7.0,7.5,5.5,3,7.0,5.0,7.0,4,7.0,5.5,7.0,3,0
10/26/2024 14:06:59,4,0,7.0,7.5,7.0,3,7.0,7.0,7.0,4,5.5,7.0,7.0,3,1
10/26/2024 14:07:15,3,1,7.0,7.5,7.0,4,5.0,5.0,4.5,3,7.0,7.0,5.5,2,2
10/26/2024 14:07:40,4,0,5.5,7.5,5.5,3,7.0,5.0,2.5,2,5.5,5.5,3.5,2,0
10/26/2024 14:07:56,2,1,7.0,7.5,5.5,3,5.0,5.0,2.5,3,5.5,5.5,7.0,3,0
10/26/2024 14:08:15,3,0,5.5,7.5,7.0,4,5.0,5.0,4.5,4,5.5,7.0,7.0,3,0
10/26/2024 14:08:31,3,0,7.0,8.5,7.0,4,7.0,5.0,7.0,3,5.5,7.0,7.0,2,1
10/26/2024 14:08:46,3,0,5.5,8.5,7.0,4,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 14:09:03,3,0,5.5,7.5,5.5,3,5.0,7.0,7.0,3,5.5,7.0,7.0,3,2
10/26/2024 14:09:21,4,0,7.0,8.5,5.5,4,5.0,7.0,7.0,4,5.5,7.0,5.5,2,2
10/26/2024 14:09:45,4,0,7.0,8.5,5.5,4,5.0,7.0,4.5,4,5.5,7.0,7.0,3,1
10/26/2024 14:10:09,3,1,7.0,7.5,5.5,3,5.0,7.0,7.0,3,7.0,5.5,5.5,2,0
10/26/2024 14:10:57,4,0,5.5,7.5,5.5,3,7.0,7.0,7.0,3,5.5,5.5,7.0,3,0
10/26/2024 14:11:17,3,0,5.5,8.5,5.5,4,7.0,7.0,7.0,3,5.5,5.5,3.5,2,0
10/26/2024 14:11:50,3,1,5.5,8.5,7.0,3,7.0,7.0,7.0,3,7.0,5.5,5.5,2,0
10/26/2024 14:12:07,3,0,5.5,7.5,5.5,3,5.0,7.0,2.5,4,5.5,5.5,5.5,2,0
10/26/2024 14:12:24,4,0,7.0,8.5,3.5,3,5.0,5.0,7.0,3,5.5,7.0,5.5,2,0
10/26/2024 14:12:42,4,1,5.5,8.5,7.0,4,5.0,5.0,4.5,4,5.5,5.5,5.5,3,0
10/26/2024 14:13:50,4,1,5.5,7.5,5.5,4,7.0,7.0,7.0,3,7.0,5.5,7.0,3,1
10/26/2024 14:14:11,3,0,5.5,7.5,5.5,3,5.0,5.0,4.5,3,5.5,5.5,7.0,3,1
10/26/2024 14:14:29,4,0,7.0,8.5,5.5,3,7.0,7.0,4.5,4,7.0,7.0,5.5,3,0
10/26/2024 14:16:13,3,1,7.0,7.5,5.5,3,5.0,5.0,4.5,3,3.5,5.5,5.5,3,0
10/26/2024 14:16:58,4,0,5.5,7.5,7.0,3,5.0,5.0,7.0,3,7.0,5.5,7.0,3,0
10/26/2024 14:17:27,3,1,5.5,7.5,7.0,3,5.0,7.0,7.0,3,5.5,7.0,5.5,3,0
10/26/2024 14:17:51,3,0,7.0,8.5,5.5,4,7.0,7.0,4.5,3,5.5,5.5,5.5,2,1
10/26/2024 14:18:44,3,0,5.5,7.5,5.5,3,5.0,5.0,4.5,3,5.5,5.5,7.0,2,1
10/26/2024 14:19:10,3,0,5.5,7.5,5.5,4,7.0,5.0,4.5,3,5.5,7.0,5.5,2,0
10/26/2024 14:19:32,3,1,7.0,7.5,5.5,3,5.0,5.0,4.5,3,5.5,5.5,7.0,3,0
10/26/2024 14:19:54,4,0,7.0,7.5,7.0,3,5.0,5.0,4.5,3,7.0,7.0,7.0,2,1
10/26/2024 14:22:58,4,0,5.5,7.5,5.5,3,5.0,5.0,4.5,3,5.5,5.5,7.0,3,0
10/26/2024 14:23:32,4,0,7.0,8.5,7.0,3,5.0,5.0,4.5,3,5.5,5.5,7.0,3,0
10/26/2024 14:24:07,3,0,7.0,8.5,5.5,3,5.0,5.0,7.0,4,7.0,7.0,7.0,3,0
10/26/2024 14:24:32,4,0,7.0,8.5,5.5,3,5.0,5.0,7.0,4,5.5,5.5,5.5,3,1
10/26/2024 14:27:32,4,0,7.0,7.5,7.0,4,5.0,5.0,4.5,3,7.0,7.0,7.0,2,1
10/26/2024 14:27:50,4,0,7.0,8.5,7.0,4,5.0,5.0,7.0,4,5.5,7.0,5.5,3,1
10/26/2024 14:28:07,4,0,7.0,8.5,7.0,4,5.0,7.0,7.0,3,7.0,7.0,5.5,3,1
10/26/2024 14:28:24,4,1,7.0,7.5,5.5,4,7.0,7.0,4.5,3,5.5,5.5,7.0,3,1
10/26/2024 14:28:44,4,1,7.0,8.5,7.0,4,7.0,5.0,4.5,4,5.5,5.5,5.5,3,1
10/26/2024 14:29:03,4,0,7.0,8.5,5.5,4,5.0,7.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 14:29:20,4,0,7.0,8.5,5.5,4,5.0,3.0,4.5,4,7.0,5.5,7.0,3,0
10/26/2024 14:34:28,4,0,7.0,8.5,5.5,3,5.0,5.0,4.5,3,5.5,7.0,7.0,2,0
10/26/2024 14:35:27,2,1,5.5,8.5,7.0,4,5.0,5.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 14:36:23,4,1,7.0,8.5,7.0,4,7.0,7.0,4.5,4,5.5,7.0,7.0,3,0
10/26/2024 15:25:18,4,0,5.5,7.5,5.5,4,5.0,5.0,4.5,2,5.5,5.5,5.5,2,0
10/26/2024 15:25:36,3,1,5.5,7.5,5.5,4,5.0,5.0,7.0,4,7.0,5.5,5.5,3,0
10/26/2024 15:26:02,4,1,5.5,7.5,5.5,2,3.0,3.0,2.5,4,5.5,5.5,5.5,3,0
10/26/2024 15:26:47,4,0,5.5,7.5,5.5,0,7.0,5.0,4.5,3,5.5,5.5,7.0,2,0
